,comment,rating,class,clean_comment,sentiment,sentiment_predict
1552,Kulit jadi cerah. Kemasannya lucu 😆. Cocok di kulit normal. Cocok di kulit kering. Packaging aman 🙏. Respon penjualnya top. Cepat meresap.,5,2,kulit jadi cerahkemasannya lucu cocok kulit normalcocok kulit keringpackaging aman respon jual topcepat resap,1,1
1553,mksh yaa,5,2,mksh yaa,1,1
1554,"kita coba dlu. packaging no bubble wrap agak penyot. label di botolnya ga sejajar krg rapi. promo diskon udh bagus, bonusnya gaada.",3,2,coba dlu packaging no bubble wrap penyot label botol ga sejajar krg rapi promo diskon udh bagus bonus gaada,0,1
1555,"barangnya bagus, sampai dengan selamat",5,2,barang bagus dengan selamat,1,1
1556,"Bintang 3 krn pesen minggu kata cs minggu ga ada pengiriman dikirim senin, eh pas resi muncul ternyta baru dikirim selasa, jadi ya krn bohong mempengaruhi ulasan",3,2,bintang krn sen minggu kata cs minggu ga kirim kirim senin eh pas resi muncul ternyta baru kirim selasa jadi krn bohong pengaruh ulas,0,0
1557,"terimakasih! 
paketnya dikirim dengan aman. packaging produknya bagus, ya. proses pengiriman aja yang agak lama ya, H+ 1 setelah pemesanan.",5,2,terimakasih paket kirim aman packaging produk bagus proses kirim aja agak lama h mesan,1,1
1558,"Packing nya itu loh septi bangett keren,",5,2,packing nya loh septi bangett keren,1,1
1559,kirimnya laaaaaammmaaaaa,3,2,kirim lama,0,0
1560,barangnya bagus dana smpai dengan cepat,5,2,barang bagus dana smpai cepat,1,1
1561,"pengemasan lama, packing cuman d bungkus plastik g ad buble wrap d luar jadi dus ny penyok dan sobek",3,2,emas lama packing cuman d bungkus plastik g ad buble wrap d luar jadi dus ny penyok sobek,0,0
1562,lamaaaaaaaaaaaa sampenya,3,2,lama sampenya,0,0
1563,Kulit jadi tampak sehat. Desainnya elegan 🌟. Penjualnya ramah banget. Packaging aman 🙏. Proses pesanan cepat. Packaging rapi. Aplikator mudah dipakai. Respon penjualnya... ,5,2,kulit jadi tampak sehatdesainnya elegan jual ramah bangetpackaging aman proses pesan cepatpackaging rapiaplikator mudah dipakairespon jual,1,1
1564,"pesanan sesuai, respon baik, packing baik, pengiriman sedikit terlambat",5,2,pesan sesuai respon baik packing baik kirim sedikit lambat,1,1
1565,Ori dong,5,2,ori dong,1,1
1566,Kulit jadi cerah. Cepat meresap. Kemasannya lucu 😆. Cocok di kulit normal. Cocok di kulit berminyak.,5,2,kulit jadi cerahcepat meresapkemasannya lucu cocok kulit normalcocok kulit minyak,1,1
1567,"terimakasih, barangnya sudah sampai blm d coba mudah mudahan cocok,, dpt harga sale pula , terimakasih banyakPackaging aman 🙏. Packaging rapi.",5,2,terimakasih barang sampai blm d coba mudah mudah cocok dpt harga sale terimakasih banyakpackaging aman packaging rapi,1,1
1568,Ga dpt free scrub nya yg kecil,3,2,ga dpt free scrub nya kecil,0,0
1569,Di pack super rapih dan warna nya suka bgt warna pink 🥰.. thank you,5,2,pack super rapih warna nya suka bgt warna pink thank you,1,1
1570,"mantep walaupun kardusnya penyok, mungkin dri pengirimanya, tpi gapapa yg penting isinya aman👍
rillll dekkk😜",5,2,mantep walaupun kardus penyok mungkin dri pengirimanya tpi gapapa penting isi aman ril dek,1,1
1571,Cocok di kulit berminyak. Kemasannya lucu 😆. Kulit jadi cerah. Cepat meresap.,5,2,cocok kulit berminyakkemasannya lucu kulit jadi cerahcepat resap,1,1
1572,Kulit jadi tampak sehat Aplikator mudah dipakai Penjualnya ramah banget Packaging rapi Respon penjualnya top,5,2,kulit jadi tampak sehat aplikator mudah pakai jual ramah banget packaging rapi respon jual top,1,1
1573,"enak pakenya, pesanan sesuai, sampe cepat, terimakasi seller",5,2,enak pakenya pesan sesuai sampe cepat terimakasi seller,1,1
1574,Proses pesanan cepat. Packaging rapi. Packaging aman 🙏. Respon penjualnya top. Penjualnya ramah banget.,5,2,proses pesan cepatpackaging rapipackaging aman respon jual toppenjualnya ramah banget,1,1
1575,"pengirimannya cepatt, pas bgt flash sale jd murah dapetnya, wanginya soft",5,2,kirim cepatt pas bgt flash sale jd murah dapetnya wangi soft,1,1
1576,yea sudah sampe dpt promo cantik fest cuma 100 perak doang seneng bgt udah gitu wanginya enak banget dan bodylation ga bikin lengket di kulit suka bgt,5,2,yea sampe dpt promo cantik fest cuma perak doang neng bgt udah gitu wangi enak banget bodylation ga bikin lengket kulit suka bgt,1,1
1577,Kulit jadi tampak sehat. Aplikator mudah dipakai. Proses pesanan cepat. Packaging aman 🙏. Desainnya elegan 🌟. Packaging rapi.,5,2,kulit jadi tampak sehataplikator mudah dipakaiproses pesan cepatpackaging aman desain elegan packaging rapi,1,1
1578,baik sesuai,5,2,baik sesuai,1,1
1579,pengiriman cepat packing rapi barangnya ori .mksh seller trimksh mas kurir 🙏👍,5,2,kirim cepat packing rapi barang ori mksh seller trimksh mas kurir,1,1
1580,"Pengiriman cepat, packing rapi, barang ori",5,2,kirim cepat packing rapi barang ori,1,1
1581,"yang pasti barang original ya
admin fast respon",5,2,pasti barang original admin fast respon,1,1
1582,mantap bro .................................................................................................................................................................. ,5,2,mantap bro,1,1
1583,Cepat meresap. Cocok di kulit berminyak. Proses pesanan cepat. Packaging rapi. Packaging aman 🙏. Respon penjualnya top. Penjualnya ramah banget.,5,2,cepat meresapcocok kulit berminyakproses pesan cepatpackaging rapipackaging aman respon jual toppenjualnya ramah banget,1,1
1584,Pesen yang X Song Joong Ki tapi ga dapat apa2 kek paket biasa aja 😭🤦🏻‍♂️,1,2,sen x song joong ki ga apa kek paket biasa aja,0,0
1585,"Produk dipacking dengan aman, sehingga sampai pun kondisi dan kualitas nya terjaga.",5,2,produk dipacking aman sampai kondisi kualitas nya jaga,1,1
1586,"Sebenernya blank banget dengan produk ini, gak tau sama sekali karena belum pernah coba, tapi berhubung yang jual OS dan lagi FS, oke ikutan meramaikan hehe.. 

Produk di... ",5,2,sebenernya blank banget produk gak tau sama sekali belum pernah coba hubung jual os lagi fs oke ikut ramai hehe produk,1,1
1587,barang datang dengan selamat,4,2,barang datang selamat,1,1
1588,"paling suka sama yg varian ini,wanginya kalem bgt💕",5,2,paling suka sama varian iniwanginya kalem bgt,1,1
1589,wanginya ga enak,2,2,wangi ga enak,0,0
1590,Kulit jadi tampak sehat. Penjualnya ramah banget. Desainnya elegan 🌟. Aplikator mudah dipakai. Packaging aman 🙏. Proses pesanan cepat. Packaging rapi. Respon penjualnya... ,5,2,kulit jadi tampak sehatpenjualnya ramah bangetdesainnya elegan aplikator mudah dipakaipackaging aman proses pesan cepatpackaging rapirespon jual,1,1
1591,Barang sampai dengan aman dan sesuai request 👍👍👍👍,5,2,barang dengan aman sesuai request,1,1
1592,padahal bungkus luarnya tebel bgt tp ttp didalamanya plstik penyangganya sobek.  isinya aman overall ok.. trimakasih Scarlett,5,2,padahal bungkus luar tebel bgt tp ttp didalamanya plstik sangga sobek isi aman overall trimakasih scarlett,1,1
1593,"Packaging nya berantakan, kurang rapih

Bukti :
********************************",3,2,packaging nya beranta kurang rapih bukti,0,0
1594,"paket sudah diterima dgn baik, packing aman ada bubble wrap tebal dan kardus, admin ramah, pengiriman super cepat, makasih seller",5,2,paket terima dgn baik packing aman bubble wrap tebal kardus admin ramah kirim super cepat makasih seller,1,1
1595,Acne Serum bagus banget untuk muka berjerawat.,5,2,acne serum bagus banget muka jerawat,1,1
1596,Proses pesanan cepat Desainnya elegan 🌟 Packaging rapi Packaging aman 🙏 Respon penjualnya top Aplikator mudah dipakai,5,2,proses pesan cepat desain elegan packaging rapi packaging aman respon jual top aplikator mudah pakai,1,1
1597,Kemasan aman…. Wangiii…. Enak.. segerrr….,5,2,kemas aman wangi enak seger,1,1
1598,Kulit jadi tampak sehat. Penjualnya ramah banget. Packaging aman 🙏. Desainnya elegan 🌟. Packaging rapi. Respon penjualnya top. Aplikator mudah dipakai. Proses pesanan c... ,5,2,kulit jadi tampak sehatpenjualnya ramah bangetpackaging aman desain elegan packaging rapirespon jual topaplikator mudah dipakaiproses pesan c,1,1
1599,Repeat order. Ukurannya digedein dong hehe. Mantap.,5,2,repeat order ukur digedein dong hehe mantap,1,1
1600,"barang bagus, cocok untuk semua jenis kulit, beli sepaket, biar penampilanmu mempesona",5,2,barang bagus cocok semua jenis kulit beli paket biar tampil pesona,1,1
1601,"Terima kasih Seller , Tokped dan Ekspedisi.. orderan sudah sampe dengan baik ..sukses selalu",5,2,terima kasih seller tokped ekspedisi order sampe baik sukses selalu,1,1
1602,gabisa bikin ganteng,5,2,gabisa bikin ganteng,1,1
1603,Kulit jadi tampak sehat. Penjualnya ramah banget. Desainnya elegan 🌟. Aplikator mudah dipakai. Packaging rapi. Respon penjualnya top. Packaging aman 🙏. Proses pesanan c... ,5,2,kulit jadi tampak sehatpenjualnya ramah bangetdesainnya elegan aplikator mudah dipakaipackaging rapirespon jual toppackaging aman proses pesan c,1,1
1604,"kondisi barang tidak disegel, barang di dalam rusak terutama pencuci muka nya ada bagian yang pecah",1,2,kondisi barang segel barang dalam rusak utama cuci muka nya bagi pecah,0,0
1605,terima kasih sudah sampai orderannya,5,2,terima kasih sampai order,1,1
1606,Penjualnya ramah banget. Proses pesanan cepat. Packaging aman 🙏. Respon penjualnya top. Aplikator mudah dipakai. Desainnya elegan 🌟. Kulit jadi tampak sehat. Packaging... ,5,2,jual ramah bangetproses pesan cepatpackaging aman respon jual topaplikator mudah dipakaidesainnya elegan kulit jadi tampak sehatpackaging,1,1
1607,meskipun packingnya tebal tapi masih gk aman,3,2,meski packingnya tebal masih gk aman,0,0
1608,Aplikator mudah dipakai. Packaging aman 🙏.,5,2,aplikator mudah dipakaipackaging aman,1,1
1609,"Mantap paket sampenya cepet banget,,,
Sayang kemasannya kurang rapi aja, tapi top dah pokoknya",5,2,mantap paket sampenya cepet banget sayang kemas kurang rapi aja top pokok,1,1
1610,Pake scarlett acne malah jadi jerawatan 😂,1,2,pake scarlett acne malah jadi jerawat,0,0
1611,Nyaman di kulit Proses pesanan cepat Packaging aman 🙏 Packaging rapi,5,2,nyaman kulit proses pesan cepat packaging aman packaging rapi,1,1
1612,"Pengiriman cepat, packing kardusnya agak ringkih, tp dalemnya aman sih, sesuai orderan, seller ramah banget, overall memuaskan",5,2,kirim cepat packing kardus ringkih tp dalem aman sih sesuai order seller ramah banget overall muas,1,1
1613,Pengiriman cepat bgt..pelayanan ny ramah...makasih,5,2,kirim cepat bgtpelayanan ny ramahmakasih,1,1
1614,"Barang sesuai dengan pesanan
Cuman packing di dalam kotak rusak but overall is good dan barang tidak rusak sama sekali",5,2,barang sesuai pesan cuman packing dalam kotak rusak but overall is good barang rusak sama sekali,1,1
1615,Proses pesanan cepat Packaging aman 🙏 Packaging rapi Aplikator mudah dipakai,5,2,proses pesan cepat packaging aman packaging rapi aplikator mudah pakai,1,1
1616,pesanan tidak sesuai,1,2,pesan sesuai,0,0
1617,terbaaaaik packing nyaaa sukaaa ..,5,2,baik packing nya suka,1,1
1618,"Wanginya enakkk, soft",5,2,wangi enak soft,1,1
1619,"Bau wangi tapi tidak menyengat dan sptnya dari pemakaian 1-2 kali sdh terlihat hasilnya, kulit lebih halus",5,2,bau wangi tidak sengat sptnya pakai kali sdh lihat hasil kulit lebih halus,1,1
1620,"sensasinya dingin pas dipakai, claim soothing/calmingnya ada lsg dipemakaian pertama, isinya banyak banget, tp tetep aja pake se spatula aja udah bisa cover seluruh muka.... ",5,2,sensasi dingin pas pakai claim soothingcalmingnya lsg pakai pertama isi banyak banget tp tetep aja pake se spatula aja udah cover seluruh muka,1,1
1621,"Tidak sesuai dengan request. Admin hanya janji di depan bahwa menyanggupkan membuatkan kartu ucapan.
Setelah melakukan pembayaran dan saat ditanya, admin hanya menjawab m... ",2,2,sesuai request admin janji depan sanggup buat kartu ucap laku bayar saat tanya admin jawab m,0,0
1622,"titip tulis note utk gift.Sdh chat sblm check out, katanya bisa bangett.Tpi note ga dikasi 😭😭",3,2,titip tulis note utk giftsdh chat sblm check out kata bangetpi note ga kasi,0,0
1623,"katanya beli 5 dapat 3 sampe shower gel, tapi ga ada tuh showernyanya, nipu!",2,2,kata beli sampe shower gel ga tuh showernyanya nipu,0,0
1624,"aromanya harum, enak, packing ny rapi bgt 😍 suka dan dapet stiker",4,2,aroma harum enak packing ny rapi bgt suka dapet stiker,1,1
1625,"kulit rasanya adem banget, langsung fresh setelah pemakaian",5,2,kulit rasa adem banget langsung fresh pakai,1,1
1626,"Order sesuai request boleh tulis di note, respon admin nya baik semua. waktu barang sampai gak langsung cek Krn masih bolak balik RS, besok nya baru cek semua packaging a... ",2,2,order sesuai request tulis note respon admin nya baik semua waktu barang gak langsung cek krn bolak balik rs besok nya baru cek semua packaging a,0,0
1627,Belum dibuka paketnya tapi percaya sih dengan kualitas produknya,5,2,buka paket percaya sih kualitas produk,1,1
1628,produk ny sampai dengan selamat,5,2,produk ny dengan selamat,1,1
1629,pengiriman cepat. sudah repeat order karena cocok.,5,2,kirim cepat repeat order cocok,1,1
1630,Packaging rusak,2,2,packaging rusak,0,0
1631,Wangi nya gak suka huhu  Packing aman,3,2,wangi nya gak suka huhu packing aman,0,0
1632,"kualitas barangnya bagus bgt, setelah pemakaian rutin kulit aku jd lebih lembab. seneng jg dpt bonus sabunnya yg freshy, auto jatuh cinta sama freshy. next time bakal ord... ",5,2,kualitas barang bagus bgt pakai rutin kulit aku jd lebih lembab neng jg dpt bonus sabun freshy auto jatuh cinta sama freshy next time bakal ord,1,1
1633,body scrubnya bagian penutupnya retak. cairannya luber kemana2. kecewa.,1,2,body scrubnya bagi tutup retak cair luber kecewa,0,0
1634,"Mintanya body scrub coffe, tapi di kirimnya  shower scrub coffee. Di note sudah benar tapi salah input di sana. Di minta pertanggung jawaban tapi disuruh jual aja di kira... ",1,2,minta body scrub coffe kirim shower scrub coffee note benar salah input sana minta tanggung jawab suruh jual aja di kira,0,0
1635,"sesuai pesanan, wangi body scrubnya, terima kasih",5,2,sesuai pesan wangi body scrubnya terima kasih,1,1
1636,"Packingnya rapi aman ada bubble wrapnya, wwanginya enak ga bikin eneg sebenarnya salah pilih varian sih wkwk",4,2,packingnya rapi aman bubble wrapnya wwanginya enak ga bikin eneg benar salah pilih varian sih wkwk,1,1
1637,Aman sampai Batam 🙏🏼🥰 enak bgt mau cobain yg lainnya,5,2,aman batam enak bgt mau cobain lain,1,1
1638,paket telah diterima pengiriman cepat kurir ramah pelayanan baik produk sesuai pesanan harga ok paking ok,5,2,paket terima kirim cepat kurir ramah layan baik produk sesuai pesan harga paking,1,1
1639,Kulit jadi tampak sehat. Penjualnya ramah banget. Desainnya elegan 🌟. Aplikator mudah dipakai. Packaging rapi. Packaging aman 🙏. Proses pesanan cepat. Respon penjualnya... ,5,2,kulit jadi tampak sehatpenjualnya ramah bangetdesainnya elegan aplikator mudah dipakaipackaging rapipackaging aman proses pesan cepatrespon jual,1,1
1640,Terima kasih giftnya..,5,2,terima kasih giftnya,1,1
1641,"Yaay sudah sampai dg aman🤗 cuma segel nya aja ada beberapa yg robek sedikit, tp gapapa. Dapet bonus hand sanitizer 2, dan fc joongki oppa! Hahaha",5,2,yaay sampai dg aman cuma segel nya aja beberapa robek sedikit tp gapapa dapet bonus hand sanitizer fc joongki oppa hahaha,1,1
1642,"cepat sampenya, tapi sayang gak dapat bonusnya. biasanya adaa, yang ini gak ada, padahal pengen koleksi, huhu",5,2,cepat sampenya sayang gak bonus biasa adaa ini gak padahal ken koleksi huhu,1,1
1643,"shower scrub nya pesen yang jolly, tapi dikirim nya mango😭",3,2,shower scrub nya sen jolly kirim nya mango,0,0
1644,"Pengiriman cepat, pesan minggu selasa sudah tiba.. tp untuk shower scrub nya tumpah sedikit jadi isi kurang sedikit gk full kayak di iklan, tp gpp still good condition..... ",5,2,kirim cepat pesan minggu selasa tiba tp shower scrub nya tumpah sedikit jadi isi kurang sedikit gk full kayak iklan tp gpp still good condition,1,0
1645,paket komplit harga sesuai,5,2,paket komplit harga sesuai,1,1
1646,"wanginya enak, ga nyengat... suka bgt.. next coba varian lainnya.. terimakasih",5,2,wangi enak ga nyengat suka bgt next coba varian lain terimakasih,1,1
1647,bafan saya jadi ganteng,5,2,bafan jadi ganteng,1,1
1648,"dapet bonus nyaa
thankss saller",5,2,dapet bonus nyaa thankss saller,1,1
1649,suka pokoknya selalu beli langsung disini,4,2,suka pokok selalu beli langsung sini,1,1
1650,Mantaaaaapppppp bikin glowing euy,5,2,mantap bikin glowing euy,1,1
1651,"Teksturnya kental, lobangnya kecil. Harusnya bikin botol agak lembek, biar gampang dipencet. Lbh baik beli kemasan lama daripada kemasan baru.",3,2,tekstur kental lobangnya kecil harus bikin botol lembek biar gampang pencet lbh baik beli kemas lama kemas baru,0,0
1652,aku suka banget sama wangi mangga ini dan terimakasih bonus nya,5,2,aku suka banget sama wangi mangga dan terimakasih bonus nya,1,1
1653,"wangi, shampoo bagus untuk ilangin minyak..",5,2,wangi shampoo bagus ilangin minyak,1,1
1654,terimakasih 😍 packing aman pengirimn cpt,5,2,terimakasih packing aman pengirimn cpt,1,1
1655,Desainnya elegan 🌟. Kulit jadi tampak sehat. Aplikator mudah dipakai. Proses pesanan cepat. Penjualnya ramah banget.,3,2,desain elegan kulit jadi tampak sehataplikator mudah dipakaiproses pesan cepatpenjualnya ramah banget,0,1
1656,Pengirimannya cepat . Terimakasih 🙏😍❤️,5,2,kirim cepat terimakasih,1,1
1657,"makasih paketnya sudah sampai,ini abis yang kedua kalinya dan baru bisa nyetok lagi wkwk seneng deh dapet harga 40 ribu dapet gratis shower nya lagi",5,2,makasih paket sampaiini abis dua kali baru nyetok wkwk neng deh dapet harga ribu dapet gratis shower nya,1,1
